facility_id,facility_name,site_kind,place_key,health_zone,province,opened_after,opened_by,opened_midpoint,interval_days,basis,censoring,explanation,date_first_mentioned,first_mention_after_gap,date_last_mentioned,status_latest,beds_latest,n_sitreps,n_events,flags,aliases,first_service,announced,last_not_open
hosp-c-h-vukaka,C.H Vukaka,hospital_isolation,vukaka,Katwa,Nord-Kivu,,2026-08-23,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-23. No report shows it being built, so it may have opened much earlier.",2026-08-23,FALSE,2026-08-23,operating,,1,1,"",C.H Vukaka,2026-08-23,,
hosp-hgr-ganga,HGR de Ganga,hospital_isolation,ganga,Ganga,Bas-Uele,,2026-08-24,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-24. No report shows it being built, so it may have opened much earlier.",2026-08-24,FALSE,2026-09-13,operating,,8,8,"",HGR de Ganga; HGR Ganga,2026-08-24,,
hosp-cs-kasindi,CS Kasindi,hospital_isolation,kasindi,Mutwanga,Nord-Kivu,,2026-09-05,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-05. No report shows it being built, so it may have opened much earlier.",2026-09-05,FALSE,2026-09-05,operating,,1,1,"",CS Kasindi,2026-09-05,,
hosp-centre-sante-kyambogho,centre de santé de Kyambogho,hospital_isolation,kyambogho,Musienene,Nord-Kivu,,2026-09-10,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-10. No report shows it being built, so it may have opened much earlier.",2026-09-10,FALSE,2026-09-10,operating,,1,1,"",centre de santé de Kyambogho,2026-09-10,,
hosp-centre-hospitalier-tinge,centre hospitalier de Tinge,hospital_isolation,tinge,Kalunguta,Nord-Kivu,,2026-09-11,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-11. No report shows it being built, so it may have opened much earlier.",2026-09-11,FALSE,2026-09-11,operating,,1,1,"",centre hospitalier de Tinge,2026-09-11,,
ci-cs-boikene,CS Boikene,isolation_centre,boikene,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-30,TRUE,2026-07-31,mention_only,,2,2,possible_same_site,CS Boikene,,,
ci-cs-lengabo,CS Lengabo,isolation_centre,lengabo,Rwampara,Ituri,2026-06-03,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-03, and never reported holding patients.",2026-06-03,FALSE,2026-07-01,under_construction,,2,2,"",CS Lengabo,,,2026-06-03
ci-cs-makabo,CS Makabo,isolation_centre,makabo,Rwampara,Ituri,2026-06-03,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-03, and never reported holding patients.",2026-06-03,FALSE,2026-06-03,under_construction,,1,1,"",CS Makabo,,,2026-06-03
ci-cs-shari,CS Shari,isolation_centre,shari,Rwampara,Ituri,2026-06-03,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-03, and never reported holding patients.",2026-05-19,FALSE,2026-06-03,under_construction,,2,2,"",CS Shari; CS SHARI,,,2026-06-03
ci-hgr-bunia,bâtiment d'isolement de l’HGR-Bunia,isolation_centre,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-21,FALSE,2026-05-21,mention_only,,1,1,possible_same_site,bâtiment d'isolement de l’HGR-Bunia,,,
ci-hgr-isiro,centre d’isolement de l’HGR d’Isiro,isolation_centre,isiro,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-12,FALSE,2026-08-12,mention_only,,1,1,possible_same_site,centre d’isolement de l’HGR d’Isiro,,,
ci-hgr-musienene,centre d'isolement à l'HGR de Musienene,isolation_centre,musienene,Musienene,Nord-Kivu,2026-08-03,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-03, and never reported holding patients.",2026-08-03,FALSE,2026-08-03,under_construction,,1,1,possible_same_site,centre d'isolement à l'HGR de Musienene,,,2026-08-03
ci-isolement-hgr-vuhovi,isolement de l'HGR Vuhovi,isolation_centre,vuhovi,Vuhovi,Nord-Kivu,2026-08-07,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-07, and never reported holding patients.",2026-08-07,FALSE,2026-08-07,under_construction,,1,1,"",isolement de l'HGR Vuhovi,,,2026-08-07
ci-isolement-madula,isolement de Madula,isolation_centre,madula,Wanierukula,Tshopo,2026-09-12,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-12, and never reported holding patients.",2026-08-15,FALSE,2026-09-12,under_construction,,4,4,"",isolement de Madula; isolements de Madula,,,2026-09-12
ci-isolements-hgr-beni,isolements de l'HGR de Beni,isolation_centre,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-30,TRUE,2026-07-31,mention_only,,2,2,"",isolements de l'HGR de Beni,,,
ci-isolements-konga-konga,isolements (KONGA KONGA),isolation_centre,konga konga,Makiso Kisangani,Tshopo,2026-08-27,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-27, and never reported holding patients.",2026-08-27,FALSE,2026-08-27,under_construction,,1,1,"",isolements (KONGA KONGA),,,2026-08-27
ci-kabondo,Kabondo,isolation_centre,kabondo,Kabondo,Tshopo,2026-09-04,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-04, and never reported holding patients.",2026-08-12,FALSE,2026-09-04,under_construction,,9,9,"",chantier d’isolement de Kabondo; Kabondo; unités d’isolement de Kabondo,,,2026-09-04
ci-konga-konga,Konga-Konga,isolation_centre,konga konga,Makiso Kisangani,Tshopo,2026-09-04,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-04, and never reported holding patients.",2026-08-29,FALSE,2026-09-04,under_construction,,3,3,"",Konga-Konga; sites d’isolement de Kongakonga,,,2026-09-04
ci-madula,unités d’isolement de Madula,isolation_centre,madula,Wanierukula,Tshopo,2026-09-04,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-04, and never reported holding patients.",2026-08-12,FALSE,2026-09-04,under_construction,,12,12,"",chantier d’isolement de Madula; Madula; site d’isolement de Madula; sites d’isolement de Madula; unités d’isolement de Madula,,,2026-09-04
ci-rwampara,bloc d'isolement de Rwampara,isolation_centre,rwampara,Rwampara,Ituri,,2026-05-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-27. No report shows it being built, so it may have opened much earlier.",2026-05-21,FALSE,2026-05-30,strained,,5,5,possible_same_site,bloc d'isolement de Rwampara; salle d'isolement à l'HGR/Rwampara,2026-05-27,,
ci-transitoire-wamba,centre d’isolement transitoire de Wamba,isolation_centre,wamba,Wamba,Haut-Uele,,2026-08-12,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-12. No report shows it being built, so it may have opened much earlier.",2026-08-12,FALSE,2026-08-14,strained,,3,3,"",centre d’isolement transitoire de Wamba,2026-08-12,,
ci-isolement-zs-katana,isolement de la ZS de Katana,isolation_centre,katana,Katana,Sud-Kivu,,2026-08-13,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-13. No report shows it being built, so it may have opened much earlier.",2026-08-13,FALSE,2026-08-13,operating,,1,1,"",isolement de la ZS de Katana,2026-08-13,,
ci-isolement-zs-katana-fomulac,isolement de la ZS de Katana (FOMULAC),isolation_centre,katana,Katana,Sud-Kivu,,2026-08-14,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-14. No report shows it being built, so it may have opened much earlier.",2026-08-14,FALSE,2026-08-15,operating,,2,2,"",isolement de la ZS de Katana (FOMULAC),2026-08-14,,
ci-isolement-musienene,isolement de Musienene,isolation_centre,musienene,Musienene,Nord-Kivu,,2026-08-17,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-17. No report shows it being built, so it may have opened much earlier.",2026-08-17,FALSE,2026-08-17,strained,,1,1,"",isolement de Musienene,2026-08-17,,
ci-sites-lita,sites de Lita,isolation_centre,lita,Lita,Ituri,,2026-09-04,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-04. No report shows it being built, so it may have opened much earlier.",2026-09-04,FALSE,2026-09-04,strained,,1,1,"",sites de Lita,2026-09-04,,
ci-sites-logo,sites de Logo,isolation_centre,logo,Logo,Ituri,,2026-09-04,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-04. No report shows it being built, so it may have opened much earlier.",2026-09-04,FALSE,2026-09-04,strained,,1,1,"",sites de Logo,2026-09-04,,
ci-sites-mambasa,sites de Mambasa,isolation_centre,mambasa,Mambasa,Ituri,,2026-09-04,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-04. No report shows it being built, so it may have opened much earlier.",2026-09-04,FALSE,2026-09-04,strained,,1,1,"",sites de Mambasa,2026-09-04,,
ci-sites-nizi,sites de Nizi,isolation_centre,nizi,Nizi,Ituri,,2026-09-04,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-04. No report shows it being built, so it may have opened much earlier.",2026-09-04,FALSE,2026-09-04,strained,,1,1,"",sites de Nizi,2026-09-04,,
site-abelkozo,Abelkozo,other,abelkozo,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-08,FALSE,2026-06-08,mention_only,,1,1,possible_host_variant,Abelkozo,,,
site-aero,Aéro,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-04,mention_only,,1,1,possible_host_variant,Aéro,,,
site-as-birinyama,AS Birinyama,other,birinyama,Nyankunde,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-01,FALSE,2026-06-01,mention_only,,1,1,"",AS Birinyama,,,
site-bcz-bunia,Bcz/Bunia,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-25,FALSE,2026-05-25,mention_only,,1,1,"",Bcz/Bunia,,,
site-bethsaida,Bethsaïda,other,bethsaida,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-05,FALSE,2026-09-05,mention_only,,1,1,"",Bethsaïda,,,
site-bundji,BUNDJI,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-07,FALSE,2026-07-07,mention_only,,1,1,possible_same_site,BUNDJI,,,
site-bunia-cite,Bunia-Cite,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-22,FALSE,2026-05-22,mention_only,,1,1,possible_host_variant,Bunia-Cite,,,
site-c-m-banalisasa,C.M Banalisasa,other,c m banalisasa,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-09,FALSE,2026-09-09,mention_only,,1,1,"",C.M Banalisasa,,,
site-c-m-emmanuel,C.M Emmanuel,other,c m emmanuel,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-09,FALSE,2026-09-09,mention_only,,1,1,"",C.M Emmanuel,,,
site-c-m-furaha,C.M Furaha,other,c m furaha,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-09,FALSE,2026-09-09,mention_only,,1,1,"",C.M Furaha,,,
site-carl-becker,Carl Becker,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-06-13,mention_only,,1,1,"",Carl Becker,,,
