label_key,role,topic,topic_suggested,kind,n_appearances,n_reports,first_sitrep,last_sitrep,has_series,still_reported,cluster,n_in_cluster,first_date,last_date,example_caption,example_raw
voyageurs sensiblisés,indicator,"",points_of_entry,column,1,1,9,9,FALSE,FALSE,voyageurs sensibilises,2,2026-05-23,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 23/05/2026,Voyageurs sensiblisés
nombre échantillons,indicator,"",laboratory,column,1,1,9,9,FALSE,FALSE,nombre echantillons,1,2026-05-23,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Nombre échantillons
zs aru,indicator,"","",column,1,1,9,9,FALSE,FALSE,zs aru,1,2026-05-23,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 23/05/2026,ZS Aru
report (nombre de malades présents au lit à la fin de journeée précédente),indicator,"",treatment,row_label,1,1,9,9,FALSE,FALSE,report  nombre de malades presents au lit a la fin de journee precedente,2,2026-05-23,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 23/05/2026,Report (Nombre de malades présents au lit à la fin de journeée précédente)
nouvelles admissions du jour total des nouvelles admissions du jour,indicator,"",treatment,row_label,1,1,9,9,FALSE,FALSE,nouvelles admissions du jour total des nouvelles admissions du jour,1,2026-05-23,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 23/05/2026,Nouvelles Admissions du jour Total des nouvelles admissions du jour
nouveaux contacts listés**,indicator,"",contacts,column,1,1,10,10,FALSE,FALSE,nouveaux contacts listes,2,2026-05-24,2026-05-24,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 24/05/2026,Nouveaux Contacts listés**
nouveaux guéris du jour,indicator,"",treatment,column,1,1,10,10,FALSE,FALSE,nouveaux gueris du jour,1,2026-05-24,2026-05-24,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 24/05/2026,Nouveaux Guéris du jour
sofepadi,indicator,"","",column,1,1,10,10,FALSE,FALSE,sofepadi,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,SOFEPADI
clinique bénedicte,indicator,"","",column,1,1,10,10,FALSE,FALSE,clinique benedicte,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,Clinique Bénedicte
ch elikya,indicator,"","",column,1,1,10,10,FALSE,FALSE,ch elikya,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CH ELIKYA
cm les merites,indicator,"","",column,1,1,10,10,FALSE,FALSE,cm les merites,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CM LES MERITES
citadele,indicator,"","",column,1,1,10,10,FALSE,FALSE,citadele,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CITADELE
unibu,indicator,"","",column,1,1,10,10,FALSE,FALSE,unibu,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,UNIBU
ch la providence,indicator,"","",column,1,1,10,10,FALSE,FALSE,ch la providence,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CH LA PROVIDENCE
rwakole,indicator,"","",column,1,1,10,10,FALSE,FALSE,rwakole,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,RWAKOLE
cm mathysen,indicator,"","",column,1,1,10,10,FALSE,FALSE,cm mathysen,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CM MATHYSEN
sous total bunia,indicator,"","",column,1,1,10,10,FALSE,FALSE,sous total bunia,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,SOUS TOTAL BUNIA
ch salama,indicator,"","",column,1,1,10,10,FALSE,FALSE,ch salama,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CH SALAMA
sous total rwampara,indicator,"","",column,1,1,10,10,FALSE,FALSE,sous total rwampara,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,SOUS TOTAL RWAMPARA
report (nbre de malades au lit à la fin de journeée précédente),indicator,"",treatment,row_label,1,1,10,10,FALSE,FALSE,report  nbre de malades au lit a la fin de journeee precedente,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,Report (Nbre de malades au lit à la fin de journeée précédente)
nouvelles admissions du jour total admissions du jour,indicator,"",treatment,row_label,1,1,10,10,FALSE,FALSE,nouvelles admissions du jour total admissions du jour,1,2026-05-24,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,Nouvelles Admissions du jour Total admissions du jour
nbre de cas suspects*,indicator,"",cases,column,1,1,13,13,FALSE,FALSE,nbre de cas suspects,2,2026-05-27,2026-05-27,"Tableau II. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 27 mai 2026",Nbre de cas suspects*
nbre de cas confirmés*,indicator,"",cases,column,1,1,13,13,FALSE,FALSE,nbre de cas confirmes,2,2026-05-27,2026-05-27,"Tableau II. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 27 mai 2026",Nbre de cas Confirmés*
taux d’occupation de lit suspects,indicator,"",treatment,row_label,1,1,13,13,FALSE,FALSE,taux doccupation de lit suspects,2,2026-05-27,2026-05-27,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Taux d’occupation de lit Suspects
taux d’occupation de lit confirmés,indicator,"",treatment,row_label,1,1,13,13,FALSE,FALSE,taux doccupation de lit confirmes,2,2026-05-27,2026-05-27,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Taux d’occupation de lit Confirmés
nbre total des cas positifs,indicator,"",cases,row_label,1,1,14,14,FALSE,FALSE,nbre total des cas positifs,1,2026-05-28,2026-05-28,Tableau IV. Point sur la situation de laboratoire cumul en date du 28/05/2026,Nbre total des cas positifs
taux d'occupation de lit suspects,indicator,"",treatment,row_label,1,1,14,14,FALSE,FALSE,taux doccupation de lit suspects,2,2026-05-28,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 28/05/2026,Taux d'occupation de lit Suspects
taux d'occupation de lit confirmés,indicator,"",treatment,row_label,1,1,14,14,FALSE,FALSE,taux doccupation de lit confirmes,2,2026-05-28,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 28/05/2026,Taux d'occupation de lit Confirmés
cumul de cas confirmés,indicator,"",cases,column,1,1,15,15,FALSE,FALSE,cumul de cas confirmes,1,2026-05-29,2026-05-29,Tableau I. Les indicateurs clés de la surveillance épidémiologique dans les trois provinces en date du 29 mai 2026,Cumul de cas Confirmés
cumul de décès confirmés,indicator,"",cases,column,1,1,15,15,FALSE,FALSE,cumul de deces confirmes,1,2026-05-29,2026-05-29,Tableau I. Les indicateurs clés de la surveillance épidémiologique dans les trois provinces en date du 29 mai 2026,Cumul de décès confirmés
nbre de contacts (<21 jours),indicator,"",contacts,column,1,1,15,15,FALSE,FALSE,nbre de contacts   21 jours,1,2026-05-29,2026-05-29,Tableau I. Les indicateurs clés de la surveillance épidémiologique dans les trois provinces en date du 29 mai 2026,Nbre de contacts (<21 jours)
contacts suivis,indicator,"",contacts,column,1,1,15,15,FALSE,FALSE,contacts suivis,1,2026-05-29,2026-05-29,Tableau I. Les indicateurs clés de la surveillance épidémiologique dans les trois provinces en date du 29 mai 2026,Contacts suivis
taux de suivis,indicator,"",contacts,column,1,1,15,15,FALSE,FALSE,taux de suivi,3,2026-05-29,2026-05-29,Tableau I. Les indicateurs clés de la surveillance épidémiologique dans les trois provinces en date du 29 mai 2026,Taux de Suivis
cible,indicator,"","",column,1,1,17,17,FALSE,FALSE,cible,1,2026-05-31,2026-05-31,Indicateurs de surveillance (24h),Cible
performance,indicator,"","",column,1,1,17,17,FALSE,FALSE,performance,1,2026-05-31,2026-05-31,Indicateurs de surveillance (24h),Performance
nouvelles zones de santé touchées,indicator,"","",row_label,1,1,17,17,FALSE,FALSE,nouvelles zones de sante touchees,1,2026-05-31,2026-05-31,Indicateurs de surveillance (24h),Nouvelles zones de santé touchées
patients en isolement,indicator,"",treatment,row_label,1,1,17,17,FALSE,FALSE,patients en isolement,1,2026-05-31,2026-05-31,Indicateurs de prise en charge,Patients en isolement
cas confirmés en isolement,indicator,"",cases,row_label,1,1,17,17,FALSE,FALSE,cas confirmes en isolement,1,2026-05-31,2026-05-31,Indicateurs de prise en charge,Cas confirmés en isolement
létalité hospitalière,indicator,"",cases,row_label,1,1,17,17,FALSE,FALSE,letalite hospitaliere,1,2026-05-31,2026-05-31,Indicateurs de prise en charge,Létalité hospitalière
lits cte disponibles vs occupés,indicator,"",treatment,row_label,1,1,17,17,FALSE,FALSE,lits cte disponibles vs occupes,1,2026-05-31,2026-05-31,Indicateurs de prise en charge,Lits CTE disponibles vs occupés
activité,indicator,"","",column,1,1,17,17,FALSE,FALSE,activite,2,2026-05-31,2026-05-31,"",Activité
défi,indicator,"","",column,1,1,17,17,FALSE,FALSE,defi,1,2026-05-31,2026-05-31,"",Défi
patients présents au lit (fin de journée j-1),indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,patients presents au lit  fin de journee j 1,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients présents au lit (fin de journée J-1)
admissions (24h) admissions ppl,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,admissions  24h  admissions ppl,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Admissions (24h) Admissions PPL
admissions (24h) admissions autres,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,admissions  24h  admissions autres,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Admissions (24h) Admissions autres
sorties (24h) décédés suspects,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,sorties  24h  decedes suspects,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Sorties (24h) Décédés suspects
sorties (24h) décédés confirmés,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,sorties  24h  decedes confirmes,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Sorties (24h) Décédés confirmés
sorties (24h) non cas,indicator,"",cases,row_label,1,1,18,18,FALSE,FALSE,sorties  24h  non cas,3,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Sorties (24h) Non cas
sorties (24h) évadés confirmés,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,sorties  24h  evades confirmes,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Sorties (24h) Évadés confirmés
patients en isolement (fin de journée),indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,patients en isolement  fin de journee,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients en isolement (fin de journée)
patients en isolement (fin de journée) nouveaux cas confirmés (nc),indicator,"",cases,row_label,1,1,18,18,FALSE,FALSE,patients en isolement  fin de journee  nouveaux cas confirmes  nc,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients en isolement (fin de journée) Nouveaux cas confirmés (NC)
patients en isolement (fin de journée) anciens cas confirmés (ac),indicator,"",cases,row_label,1,1,18,18,FALSE,FALSE,patients en isolement  fin de journee  anciens cas confirmes  ac,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients en isolement (fin de journée) Anciens cas confirmés (AC)
patients en isolement (fin de journée) cas suspects,indicator,"",cases,row_label,1,1,18,18,FALSE,FALSE,patients en isolement  fin de journee  cas suspects,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients en isolement (fin de journée) Cas suspects
patients en isolement (fin de journée) suspects enfants de < 5 ans*,indicator,"",treatment,row_label,1,1,18,18,FALSE,FALSE,patients en isolement  fin de journee  suspects enfants de   5 ans,1,2026-06-01,2026-06-01,"Tableau 4. Mouvement des patients dans les établissements de soins, 17e épidémie de maladie à virus Ebola (Bundibugyo), République Démocratique du Congo, au 1er juin 2026",Patients en isolement (fin de journée) Suspects enfants de < 5 ans*
activités,indicator,"","",column,1,1,18,18,FALSE,FALSE,activite,2,2026-06-01,2026-06-01,"",Activités
nouveaux cas,indicator,"",cases,column,1,1,19,19,FALSE,FALSE,nouveaux cas,1,2026-06-02,2026-06-02,"",Nouveaux cas
décès des confirmés,indicator,"",cases,column,1,1,20,20,FALSE,FALSE,deces des confirmes,1,2026-06-03,2026-06-03,"",Décès des confirmés
décès des cas confirmés cumulés (n),indicator,"",cases,column,1,1,20,20,FALSE,FALSE,deces des cas confirmes cumules  n,1,2026-06-03,2026-06-03,"Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et par province, RDC, au 03 juin 2026",Décès des cas confirmés cumulés (n)
alertes investiguées (24h),indicator,"",alerts,row_label,1,1,20,20,FALSE,FALSE,alertes investiguees  24h,1,2026-06-03,2026-06-03,Tableau 2. Gestion des alertes épidémiologiques (24h) au 03 juin 2026,Alertes investiguées (24h)
taux d'investigation (24h),indicator,"",surveillance,row_label,1,1,20,20,FALSE,FALSE,taux dinvestigation  24 h,2,2026-06-03,2026-06-03,Tableau 2. Gestion des alertes épidémiologiques (24h) au 03 juin 2026,Taux d'investigation (24h)
sorties (24h): décédés,indicator,"",treatment,row_label,1,1,20,20,FALSE,FALSE,sorties  24h   decedes,1,2026-06-03,2026-06-03,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Décédés
sorties (24h): non-cas,indicator,"",cases,row_label,1,1,20,20,FALSE,FALSE,sorties  24h  non cas,3,2026-06-03,2026-06-03,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Non-cas
sorties (24h): guéris,indicator,"",treatment,row_label,1,1,20,20,FALSE,FALSE,sorties  24h  gueris,2,2026-06-03,2026-06-03,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Guéris
sorties (24h): évadés,indicator,"",treatment,row_label,1,1,20,20,FALSE,FALSE,sorties  24h   evades,1,2026-06-03,2026-06-03,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,Sorties (24h): Évadés
dont confirmés (nc + ac),indicator,"","",row_label,1,1,20,20,FALSE,FALSE,dont confirmes  nc ac,2,2026-06-03,2026-06-03,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026,dont confirmés (NC + AC)
resultats,indicator,"",laboratory,column,1,1,22,22,FALSE,FALSE,resultats,2,2026-06-05,2026-06-05,"",Resultats
malades ayant bénéficié des kit de dignité au cte,indicator,"",treatment,row_label,1,1,26,26,FALSE,FALSE,malades ayant beneficie des kit de dignite au cte,1,2026-06-09,2026-06-09,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 09 juin 2026,Malades ayant bénéficié des Kit de dignité au CTE
%des voyageurs ayant lavé le mains,indicator,"",points_of_entry,row_label,1,1,27,27,FALSE,FALSE,des voyageurs ayant lave les mains,4,2026-06-10,2026-06-10,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 10 juin 2026,%des voyageurs ayant lavé le mains
% d’alertes investiguées ou corps sans vie prélevés dans 24h,indicator,"",alerts,row_label,1,1,27,27,FALSE,FALSE,dalertes investiguees ou corps sans vie preleves dans 24h,1,2026-06-10,2026-06-10,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 10 juin 2026,% d’alertes investiguées ou corps sans vie prélevés dans 24h
%des voyageurs ayant lavé les mains,indicator,"",points_of_entry,row_label,1,1,28,28,FALSE,FALSE,des voyageurs ayant lave les mains,4,2026-06-11,2026-06-11,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",%des voyageurs ayant lavé les mains
résultats de laboratoire ayant été annoncé dont positifs,indicator,"",laboratory,row_label,1,1,28,28,FALSE,FALSE,resultats de laboratoire ayant ete annonce dont positifs,2,2026-06-11,2026-06-11,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 11 juin 2026,Résultats de laboratoire ayant été annoncé Dont positifs
décès parmi confirmés (n),indicator,"",cases,column,1,1,34,34,FALSE,FALSE,deces parmi confirmes  n,1,2026-06-17,2026-06-17,Tableau 2: Cas confirmés et décès par province et zone de santé (18 juin 2026),Décès parmi confirmés (n)
"sorties (24h) décédés (suspects/conf,)",indicator,"",treatment,row_label,1,1,46,46,FALSE,FALSE,sorties  24h  decedes  suspects conf,3,2026-06-29,2026-06-29,Tableau 6. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 29 juin 2026,"Sorties (24h) Décédés (Suspects/Conf,)"
"sorties (24h) évadés (suspects/conf,)",indicator,"",treatment,row_label,1,1,46,46,FALSE,FALSE,sorties  24h  evades  suspects conf,2,2026-06-29,2026-06-29,Tableau 6. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 29 juin 2026,"Sorties (24h) Évadés (Suspects/Conf,)"
nouveaux cas (30 juin ),indicator,"",cases,column,1,1,48,48,FALSE,FALSE,nouveaux cas  30 juin,1,2026-07-01,2026-07-01,Tableau 1 : Répartition des cas et décès confirmés par province touchée en date du 01 juillet 2026.,Nouveaux cas (30 juin 2026)
cas confirmés cumulés,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,cas confirmes cumules,1,2026-07-01,2026-07-01,Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et ZS (01 juillet 2026),Cas confirmés cumulés
décès confirmés cumulés,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,deces confirmes cumules,1,2026-07-01,2026-07-01,Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et ZS (01 juillet 2026),Décès confirmés cumulés
létalité (cfr%),indicator,"",cases,column,1,1,48,48,FALSE,FALSE,letalite  cfr,3,2026-07-01,2026-07-01,Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et ZS (01 juillet 2026),Létalité (CFR%)
nord kivu,indicator,"","",column,1,1,48,48,FALSE,FALSE,nord kivu,3,2026-07-01,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Nord Kivu
sud kivu,indicator,"","",column,1,1,48,48,FALSE,FALSE,sud kivu,2,2026-07-01,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Sud Kivu
échantillons positifs (cas suspects décédés),indicator,"",cases,row_label,1,1,48,48,FALSE,FALSE,echantillons positifs  cas suspects decedes,1,2026-07-01,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Échantillons positifs (cas suspects décédés)
cas confirmes - statut final,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,cas confirmes   statut final,1,2026-07-01,2026-07-01,Tableau 5 : Indicateurs clés de la surveillance au 01 juillet 2026,Cas confirmes - statut final
deces confirmes - (communautaire +intra hosp),indicator,"",cases,column,1,1,48,48,FALSE,FALSE,deces confirmes    communautaire  intra hosp,1,2026-07-01,2026-07-01,Tableau 5 : Indicateurs clés de la surveillance au 01 juillet 2026,Deces confirmes - (Communautaire +intra Hosp)
taux de letalite,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,taux de letalite,1,2026-07-01,2026-07-01,Tableau 5 : Indicateurs clés de la surveillance au 01 juillet 2026,Taux de letalite
taux de letalite parmi les cas confirmes notifies en 24h de dos,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,taux de letalite parmi les cas confirmes notifies en 24h de dos,2,2026-07-01,2026-07-01,Tableau 5 : Indicateurs clés de la surveillance au 01 juillet 2026,Taux de letalite parmi les cas confirmes notifies en 24h de DOS
taux de letalite parmi les cas confirmes notifies après 24h de dos,indicator,"",cases,column,1,1,48,48,FALSE,FALSE,taux de letalite parmi les cas confirmes notifies apres 24h de dos,2,2026-07-01,2026-07-01,Tableau 5 : Indicateurs clés de la surveillance au 01 juillet 2026,Taux de letalite parmi les cas confirmes notifies après 24h de DOS
sorties (24h) décédés (suspects/conf),indicator,"",treatment,row_label,1,1,49,49,FALSE,FALSE,sorties  24h  decedes  suspects conf,3,2026-07-02,2026-07-02,Tableau 6. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 02 juillet 2026,Sorties (24h) Décédés (Suspects/Conf)
deces confirmes,indicator,"",cases,column,1,1,50,50,FALSE,FALSE,deces  confirmes,3,2026-07-03,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Deces confirmes
taux de letalite (communautaire +intra hosp),indicator,"",cases,column,1,1,50,50,FALSE,FALSE,taux de letalite  communautaire  intra hosp,1,2026-07-03,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Taux de letalite (Communautaire +intra Hosp)
taux de letalite parmi les cas confirmés notifiés en 24h de dds,indicator,"",cases,column,1,1,50,50,FALSE,FALSE,taux de letalite parmi les cas confirmes notifies en 24h de dos,2,2026-07-03,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Taux de letalite parmi les cas confirmés notifiés en 24h de DDS
taux de letalité parmi les cas confirmés notifiés après 24h de dds,indicator,"",cases,column,1,1,50,50,FALSE,FALSE,taux de letalite parmi les cas confirmes notifies apres 24h de dos,2,2026-07-03,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Taux de letalité parmi les cas confirmés notifiés après 24h de DDS
deces confirmes - statut final,indicator,"",cases,column,1,1,51,51,FALSE,FALSE,deces confirmes   statut final,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Deces confirmes - statut final
taux de letalite global (communautaire+intra hosp),indicator,"",cases,column,1,1,51,51,FALSE,FALSE,taux de letalite global  communautaire intra hosp,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Taux de letalite global (communautaire+intra Hosp)
taux de letalite parmi les cas notifies dans le 24h de leur dds,indicator,"",cases,column,1,1,51,51,FALSE,FALSE,taux de letalite parmi les cas notifies dans le 24h de leur dds,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Taux de letalite parmi les cas notifies dans le 24h de leur DDS
deces a la notification ou notifies dans 24h,indicator,"",cases,column,1,1,51,51,FALSE,FALSE,deces a la notification ou notifies dans 24h,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Deces a la notification OU notifies dans 24h
proportion des décès communautaire,indicator,"",cases,column,1,1,51,51,FALSE,FALSE,proportion des deces communautaire,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Proportion des décès communautaire
taux de letalite parmi les cas notifies après 24h,indicator,"",cases,column,1,1,51,51,FALSE,FALSE,taux de letalite parmi les cas notifies apres 24h,1,2026-07-04,2026-07-04,Tableau 6. Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 04 juillet 2026,Taux de letalite parmi les cas notifies après 24h
nombre de contacts devenu suspect n,indicator,"",contacts,column,1,1,52,52,FALSE,FALSE,nombre de contacts devenus suspects n,4,2026-07-05,2026-07-05,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de contacts Devenu Suspect n
nombre de contacts devenu suspect %,indicator,"",contacts,column,1,1,52,52,FALSE,FALSE,nombre de contacts devenus suspects n,4,2026-07-05,2026-07-05,Tableau 5. Suivi des contacts des cas confirmés (2) au 05 juillet 2026,Nombre de contacts Devenu Suspect %
résultats de laboratoire ayant été annoncés dont positifs,indicator,"",laboratory,row_label,1,1,52,52,FALSE,FALSE,resultats de laboratoire ayant ete annonce dont positifs,2,2026-07-05,2026-07-05,Tableau 8. Indicateurs clés des activités de santé mentale et soutien psychosocial au 05 juillet 2026,Résultats de laboratoire ayant été annoncés Dont positifs
situation du jour (24 h) décès notif,indicator,"",cases,column,1,1,59,59,FALSE,FALSE,situation du jour  24 h  deces notif,1,2026-07-12,2026-07-12,TABLEAU 2 — CAS ET DECES CONFIRMES PAR PROVINCE ET ZONE DE SANTE (CUMUL ET SITUATION DU JOUR),Situation du jour (24 h) Décès notif.
taux d'investigation des alertes (24 h),indicator,"",alerts,row_label,1,1,59,59,FALSE,FALSE,taux dinvestigation des alertes  24 h,1,2026-07-12,2026-07-12,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (24 H),Taux d'investigation des alertes (24 h)
alertes validées — décédées (communautaires),indicator,"",alerts,row_label,1,1,59,59,FALSE,FALSE,alertes validees   decedees  communautaires,1,2026-07-12,2026-07-12,TABLEAU 3 — GESTION DES ALERTES EPIDEMIOLOGIQUES (24 H),Alertes validées — décédées (communautaires)
nouveaux cas confirmés pris en charge (smsps),indicator,"",cases,row_label,1,1,59,59,FALSE,FALSE,nouveaux cas confirmes pris en charge  smsps,1,2026-07-12,2026-07-12,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Nouveaux cas confirmés pris en charge (SMSPS)
sorties évadés,indicator,"",treatment,row_label,1,1,64,64,FALSE,FALSE,sorties evades,3,2026-07-17,2026-07-17,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 17/07/2026",Sorties Évadés
